
+-------------------------------+-------------------+-------------------+----------------------+-----------+----------+-----------+----------+------------+----------+-------+-----------+----------+-----------+-----------+-----------+-----------+------------+----------+----------+----------+----------+---------+-----------+----------+------------+----------------+---------------+----------------+-----------+----------------+----------------+----------------+
| DR2Name                       | RA_ICRS           | DE_ICRS           | Source               | Plx       | e_Plx    | pmRA      | e_pmRA   | pmDE       | e_pmDE   | Dup   | Gmag      | e_Gmag   | BPmag     | e_BPmag   | RPmag     | e_RPmag   | E(BR/RP)   | BP-RP    | BP-G     | G-RP     | RV       | e_RV    | Teff      | AG       | E(BP-RP)   | x              | y             | z              | mass      | u              | v              | w              |
| Gaia DR2 65107860213588096    | 055.30763347007   | +23.38474831702   | 65107860213588096    | 7.2225    | 0.0325   | 19.587    | 0.050    | -44.450    | 0.035    | 0     | 13.5028   | 0.0007   | 14.3438   | 0.0024    | 12.6178   | 0.0037    | 1.3        | 1.7260   | 0.8410   | 0.8850   | 10.23    | 2.81    | 4038.44   | 0.3417   | 0.1500     | -121.8230169   | 30.30878383   | -58.39884387   | 0.70153   | 0.136219568    | -12.41892352   | -9.108558937   |
| Gaia DR2 65113559634339200    | 054.92166196334   | +23.29069311241   | 65113559634339200    | 7.0900    | 0.0532   | 21.490    | 0.102    | -43.738    | 0.077    | 0     | 9.8065    | 0.0006   | 10.1018   | 0.0018    | 9.3837    | 0.0013    | 1.187      | 0.7181   | 0.2952   | 0.4228   | 4.57     | 4.98    | 6056.50   | 0.1570   | 0.0777     | -123.6699322   | 31.28466659   | -60.17017803   | 1.38762   | -4.19323769    | -14.66009461   | -5.970281667   |
| Gaia DR2 65119164567417856    | 055.21027404174   | +23.41824585934   | 65119164567417856    | 7.4040    | 0.0542   | 21.747    | 0.083    | -45.465    | 0.066    | 0     | 10.6592   | 0.0008   | 11.0420   | 0.0026    | 10.1408   | 0.0021    | 1.202      | 0.9013   | 0.3828   | 0.5184   | 4.86     | 0.28    | 5490.33   | 0.0573   | 0.0250     | -118.7540712   | 29.76176874   | -57.04056965   | 1.1511    | -4.07603605    | -14.23043106   | -6.1953574     |
| Gaia DR2 65119748682966912    | 055.26517965371   | +23.42104817148   | 65119748682966912    | 16.4415   | 0.0551   | 45.938    | 0.088    | -98.046    | 0.068    | 0     | 10.2266   | 0.0019   | 10.7727   | 0.0058    | 9.5732    | 0.0045    | 1.221      | 1.1995   | 0.5461   | 0.6534   | 6.32     | 0.27    | 4898.30   | 0.1290   | 0.0630     | -53.50214275   | 13.36922063   | -25.65247665   | 0.90212   | -2.981693741   | -12.86721215   | -6.627576225   |
| Gaia DR2 65120470237460480    | 055.34579823815   | +23.48674112686   | 65120470237460480    | 7.5154    | 0.0486   | 21.736    | 0.086    | -45.371    | 0.067    | 1     | 9.0621    | 0.0002   | 9.3083    | 0.0014    | 8.7022    | 0.0019    | 1.178      | 0.6061   | 0.2462   | 0.3599   | 5.90     | 1.31    | 6492.00   | 0.1290   | 0.0747     | -117.1479223   | 29.24461226   | -55.91374739   | 1.57768   | -3.163894479   | -13.51949564   | -6.391812053   |
| Gaia DR2 65125864716379264    | 055.21372985884   | +23.59822551532   | 65125864716379264    | 7.4385    | 0.0471   | 21.342    | 0.081    | -45.615    | 0.061    | 0     | 12.4571   | 0.0016   | 13.0909   | 0.0049    | 11.7139   | 0.0042    | 1.254      | 1.3770   | 0.6338   | 0.7431   | 4.90     | 0.92    | 4723.50   | 0.1882   | 0.0880     | -118.2671251   | 29.9219455    | -56.48381089   | 0.82252   | -4.1055678     | -13.9511468    | -6.402779647   |
| Gaia DR2 65129506848731136    | 055.67669285858   | +23.50264426061   | 65129506848731136    | 8.2942    | 0.0466   | 22.285    | 0.091    | -50.841    | 0.060    | 1     | 12.1799   | 0.0022   | 12.8084   | 0.0090    | 11.4390   | 0.0068    | 1.254      | 1.3695   | 0.6286   | 0.7409   | 12.72    | 8.56    | 4861.04   | 0.1355   | 0.0630     | -106.4394621   | 26.10170627   | -50.25564031   | 0.82821   | 2.354021278    | -11.77090604   | -10.01564149   |
| Gaia DR2 65150947325369600    | 055.36604084050   | +23.70814343520   | 65150947325369600    | 7.3925    | 0.0506   | 20.315    | 0.093    | -45.668    | 0.064    | 0     | 10.9669   | 0.0011   | 11.3910   | 0.0031    | 10.4154   | 0.0021    | 1.204      | 0.9756   | 0.4241   | 0.5515   | 5.49     | 0.40    | 5300.87   | 0.1150   | 0.0765     | -119.1891595   | 30.07729138   | -56.46078119   | 1.08573   | -3.832464857   | -13.60195196   | -7.107805624   |
| Gaia DR2 65161976802151680    | 056.24574340195   | +23.38873547535   | 65161976802151680    | 7.5389    | 0.0323   | 19.933    | 0.064    | -47.013    | 0.037    | 0     | 13.3871   | 0.0018   | 14.2206   | 0.0089    | 12.4930   | 0.0047    | 1.311      | 1.7276   | 0.8334   | 0.8942   | 2.97     | 4.06    | 4162.66   | 0.1980   | 0.1160     | -117.601201    | 27.73051821   | -54.73402021   | 0.70361   | -6.506262285   | -14.21277307   | -6.224451645   |
| Gaia DR2 65163797868281088    | 056.35829254058   | +23.43002788943   | 65163797868281088    | 5.9296    | 0.0484   | 16.157    | 0.089    | -35.733    | 0.057    | 0     | 11.9711   | 0.0030   | 12.5453   | 0.0102    | 11.2588   | 0.0077    | 1.253      | 1.2865   | 0.5741   | 0.7123   | 8.33     | 1.84    | 5062.25   | 0.7457   | 0.3590     | -149.6679595   | 35.14427756   | -69.32023315   | 0.97692   | -1.427152003   | -12.63807662   | -7.495052572   |
| Gaia DR2 65164171528305792    | 056.34253915741   | +23.47151653106   | 65164171528305792    | 7.2227    | 0.0495   | 20.347    | 0.109    | -44.587    | 0.061    | 0     | 12.2080   | 0.0015   | 12.8084   | 0.0041    | 11.4852   | 0.0039    | 1.251      | 1.3232   | 0.6004   | 0.7228   | 6.39     | 1.57    | 4957.50   | 0.2597   | 0.1295     | -122.8728881   | 28.94816157   | -56.86399188   | 0.86822   | -3.031686584   | -13.82292964   | -6.91258021    |
| Gaia DR2 65188090203295744    | 056.27210738289   | +23.70247235332   | 65188090203295744    | 7.3495    | 0.0475   | 19.740    | 0.095    | -46.492    | 0.060    | 0     | 8.8806    | 0.0003   | 9.0986    | 0.0010    | 8.5541    | 0.0019    | 1.175      | 0.5444   | 0.2180   | 0.3264   | 6.54     | 1.48    | 6707.24   | 0.1980   | 0.0760     | -120.7616987   | 28.94585416   | -55.60526484   | 1.66181   | -3.166449035   | -13.84951174   | -7.897283621   |
| Gaia DR2 65190048708380160    | 056.33836882708   | +23.72727712317   | 65190048708380160    | 7.2147    | 0.0399   | 19.879    | 0.077    | -44.511    | 0.050    | 0     | 12.0873   | 0.0012   | 12.8133   | 0.0053    | 11.2611   | 0.0037    | 1.287      | 1.5522   | 0.7260   | 0.8262   | -12.71   | 8.53    | 4333.50   |          |            | -123.090955    | 29.43353713   | -56.51383245   | 0.87851   | -20.00033453   | -17.62499602   | 0.672283696    |
| Gaia DR2 65190220507070208    | 056.37331636804   | +23.76030867185   | 65190220507070208    | 7.2586    | 0.0384   | 19.287    | 0.082    | -45.698    | 0.050    | 0     | 12.8660   | 0.0008   | 13.6063   | 0.0035    | 12.0442   | 0.0021    | 1.279      | 1.5621   | 0.7402   | 0.8218   | 3.89     | 2.19    | 4363.62   | 0.2220   | 0.0920     | -122.3921622   | 29.26256143   | -56.07158025   | 0.7715    | -5.534412959   | -14.22696676   | -6.779799185   |
| Gaia DR2 65194584193758336    | 056.26374877793   | +23.83921565791   | 65194584193758336    | 7.2805    | 0.0498   | 20.394    | 0.083    | -45.783    | 0.054    | 0     | 11.6896   | 0.0009   | 12.1879   | 0.0028    | 11.0580   | 0.0021    | 1.225      | 1.1299   | 0.4983   | 0.6316   | 6.36     | 1.45    | 4984.09   | 0.1255   | 0.0633     | -121.9431812   | 29.46894415   | -55.92119703   | 0.95484   | -2.991993497   | -14.09098423   | -7.392346086   |
| Gaia DR2 65196370900147968    | 056.22443016926   | +23.92109210742   | 65196370900147968    | 7.1863    | 0.0386   | 21.226    | 0.068    | -45.335    | 0.047    | 0     | 10.5871   | 0.0009   | 11.0413   | 0.0026    | 9.9927    | 0.0023    | 1.219      | 1.0486   | 0.4542   | 0.5944   | 6.73     | 0.64    | 5033.53   | 0.6750   | 0.3360     | -123.5316597   | 30.05650487   | -56.57324412   | 1.17462   | -2.320108599   | -14.53338376   | -7.189357942   |
| Gaia DR2 65199978672758272    | 056.65709372131   | +23.78751611759   | 65199978672758272    | 7.3999    | 0.0512   | 20.010    | 0.089    | -47.311    | 0.063    | 0     | 10.0380   | 0.0008   | 10.4300   | 0.0010    | 9.5213    | 0.0013    | 1.197      | 0.9087   | 0.3920   | 0.5167   | 7.01     | 0.46    | 5535.00   | 0.4230   | 0.2005     | -120.3307106   | 28.34739069   | -54.58100534   | 1.29327   | -2.717423455   | -14.09308643   | -8.136298169   |
| Gaia DR2 65207709613871744    | 056.84992555166   | +23.91427751686   | 65207709613871744    | 7.2830    | 0.0457   | 20.219    | 0.087    | -45.285    | 0.063    | 0     | 9.7342    | 0.0008   | 10.0935   | 0.0020    | 9.2550    | 0.0029    | 1.189      | 0.8384   | 0.3592   | 0.4792   | 5.41     | 0.71    | 5697.25   | 0.3500   | 0.1780     | -122.4848536   | 28.74432943   | -54.99024715   | 1.38424   | -3.82977849    | -14.06141412   | -6.670825509   |
| Gaia DR2 65208396808627840    | 056.92276063138   | +23.97173381815   | 65208396808627840    | 7.3491    | 0.0407   | 20.627    | 0.074    | -45.160    | 0.045    | 0     | 13.0262   | 0.0024   | 13.7590   | 0.0090    | 12.1993   | 0.0071    | 1.286      | 1.5597   | 0.7328   | 0.8269   | 0.05     | 5.96    | 4209.21   | 0.2923   | 0.1410     | -121.4707798   | 28.48108486   | -54.30612469   | 0.74875   | -8.485906113   | -15.03090273   | -4.190862101   |
| Gaia DR2 65214409762926720    | 056.45401897529   | +23.85269266601   | 65214409762926720    | 7.4081    | 0.0259   | 21.245    | 0.049    | -45.311    | 0.032    | 0     | 13.5756   | 0.0005   | 14.4426   | 0.0034    | 12.6630   | 0.0017    | 1.317      | 1.7796   | 0.8671   | 0.9126   | 5.28     | 2.39    | 4042.48   | 0.4435   | 0.1983     | -120.0266652   | 28.71457197   | -54.68523513   | 0.6886    | -3.702838578   | -13.97089791   | -6.146294909   |
| Gaia DR2 65214856439472640    | 056.46043864888   | +23.87376023328   | 65214856439472640    | 7.2286    | 0.0235   | 19.871    | 0.043    | -44.655    | 0.029    | 0     | 13.1388   | 0.0008   | 13.9449   | 0.0035    | 12.2626   | 0.0021    | 1.304      | 1.6823   | 0.8061   | 0.8762   | 2.37     | 2.09    | 4221.50   | 0.5845   | 0.2707     | -123.0203014   | 29.45505926   | -56.00002179   | 0.73733   | -6.568821111   | -14.42682804   | -5.510581929   |
| Gaia DR2 65222518661019520    | 056.43373625175   | +24.07392960802   | 65222518661019520    | 7.2541    | 0.0289   | 19.987    | 0.054    | -43.260    | 0.036    | 0     | 13.7161   | 0.0012   | 14.6171   | 0.0049    | 12.7849   | 0.0039    | 1.324      | 1.8323   | 0.9010   | 0.9313   | 7.43     | 12.51   | 3909.00   | 0.3030   | 0.1467     | -122.627681    | 29.73816594   | -55.51281091   | 0.67876   | -1.823779949   | -12.59095248   | -6.885597192   |
| Gaia DR2 65222759179189248    | 056.39757956547   | +24.08301737404   | 65222759179189248    | 7.5030    | 0.1962   | 18.631    | 0.109    | -44.978    | 0.066    | 1     | 9.9817    | 0.0007   | 10.3332   | 0.0024    | 9.4984    | 0.0016    | 1.195      | 0.8348   | 0.3516   | 0.4832   | 3.79     | 3.12    | 5578.27   | 0.2137   | 0.1050     | -118.5284723   | 28.81730156   | -53.70378999   | 1.30324   | -5.645831794   | -12.62859344   | -6.320669291   |
| Gaia DR2 65223618172733952    | 056.66420574690   | +24.02948624532   | 65223618172733952    | 7.3509    | 0.0425   | 20.426    | 0.077    | -46.186    | 0.055    | 0     | 11.9649   | 0.0010   | 12.5066   | 0.0037    | 11.2908   | 0.0023    | 1.238      | 1.2158   | 0.5417   | 0.6741   | 6.22     | 1.20    | 5028.00   | 0.1510   | 0.0753     | -121.2168612   | 28.94186425   | -54.54633823   | 0.90307   | -3.086452266   | -14.06977548   | -7.272621414   |
| Gaia DR2 65225611037551360    | 056.66398644615   | +24.10300108815   | 65225611037551360    | 7.4184    | 0.0483   | 20.646    | 0.092    | -46.915    | 0.063    | 0     | 9.1918    | 0.0003   | 9.4491    | 0.0016    | 8.8187    | 0.0018    | 1.179      | 0.6304   | 0.2572   | 0.3731   | 4.21     | 1.15    | 6512.53   | 0.1320   | 0.0670     | -120.1359559   | 28.80372449   | -53.93274458   | 1.54401   | -4.859923453   | -14.6396319    | -6.597997164   |
| Gaia DR2 65232105028172160    | 055.88323237729   | +23.67386006145   | 65232105028172160    | 7.3399    | 0.0562   | 19.281    | 0.120    | -44.389    | 0.073    | 0     | 10.6452   | 0.0010   | 11.0237   | 0.0036    | 10.1266   | 0.0024    | 1.204      | 0.8971   | 0.3785   | 0.5186   | 9.05     | 0.31    | 5524.33   | 0.0513   | 0.0237     | -120.5357259   | 29.49196101   | -56.24008725   | 1.15842   | -0.88618893    | -12.10411005   | -8.33459967    |
| Gaia DR2 65233788655261568    | 055.89348889496   | +23.76172010291   | 65233788655261568    | 7.2353    | 0.0470   | 22.965    | 0.109    | -47.203    | 0.064    | 0     | 11.2033   | 0.0020   | 11.6826   | 0.0056    | 10.6090   | 0.0034    | 1.208      | 1.0737   | 0.4793   | 0.5944   | 4.66     | 0.87    | 5094.75   | 0.1900   | 0.0920     | -122.3191405   | 30.05640924   | -56.89599043   | 1.04471   | -3.885833176   | -16.37520192   | -6.494729833   |
| Gaia DR2 65242069352190976    | 055.99510800804   | +23.88253345213   | 65242069352190976    | 7.3857    | 0.0849   | 20.371    | 0.109    | -45.681    | 0.076    | 0     | 9.5336    | 0.0004   | 9.8382    | 0.0009    | 9.0953    | 0.0009    | 1.192      | 0.7429   | 0.3046   | 0.4383   | 7.14     | 0.34    | 6208.67   | 0.2900   | 0.1540     | -119.9646403   | 29.5052635    | -55.40956574   | 1.43731   | -2.292690423   | -13.37563589   | -7.600737806   |
| Gaia DR2 65244749411766528    | 056.14762771115   | +24.00114057916   | 65244749411766528    | 7.3447    | 0.0318   | 21.598    | 0.055    | -45.793    | 0.041    | 0     | 13.6940   | 0.0008   | 14.5905   | 0.0032    | 12.7640   | 0.0021    | 1.324      | 1.8266   | 0.8966   | 0.9300   | 5.64     | 3.07    | 4129.38   | 0.2210   | 0.1192     | -120.8196491   | 29.65517946   | -55.32568676   | 0.67854   | -3.223024321   | -14.44704084   | -6.586040507   |
| Gaia DR2 65247704349267584    | 056.05451968871   | +24.03062221489   | 65247704349267584    | 7.5283    | 0.0498   | 21.398    | 0.091    | -45.911    | 0.063    | 0     | 11.1648   | 0.0017   | 11.6107   | 0.0040    | 10.5879   | 0.0030    | 1.211      | 1.0228   | 0.4460   | 0.5769   | 4.93     | 0.75    | 5082.00   | 0.0740   | 0.0350     | -117.7943415   | 29.11075544   | -54.04971655   | 1.03743   | -3.957477877   | -13.80969209   | -6.174728173   |
| Gaia DR2 65275089060719104    | 056.18336553543   | +24.23100970764   | 65275089060719104    | 7.3970    | 0.0496   | 21.471    | 0.090    | -46.439    | 0.071    | 0     | 11.1902   | 0.0022   | 11.6384   | 0.0031    | 10.6183   | 0.0033    | 1.207      | 1.0201   | 0.4482   | 0.5719   | 6.06     | 0.64    | 5118.00   | 0.0740   | 0.0360     | -120.0700199   | 29.78524173   | -54.51769674   | 1.04015   | -2.848648358   | -14.34700383   | -7.025351485   |
| Gaia DR2 65281166437426176    | 056.38733921835   | +24.30304052975   | 65281166437426176    | 7.5198    | 0.0339   | 20.416    | 0.063    | -45.240    | 0.038    | 0     | 13.0286   | 0.0032   | 13.7850   | 0.0134    | 12.1788   | 0.0077    | 1.297      | 1.6062   | 0.7564   | 0.8498   | 4.96     | 10.76   | 4370.33   | 0.2720   | 0.1405     | -118.3217641   | 29.1356314    | -53.2500259    | 0.74222   | -4.035823655   | -13.13239984   | -6.222539358   |
| Gaia DR2 65284469269256704    | 056.42449368858   | +24.43132298398   | 65284469269256704    | 7.3116    | 0.0578   | 20.525    | 0.116    | -44.733    | 0.066    | 0     | 11.0891   | 0.0010   | 11.5317   | 0.0018    | 10.5154   | 0.0016    | 1.21       | 1.0163   | 0.4426   | 0.5737   | 7.44     | 0.57    | 5180.89   | 0.1590   | 0.0767     | -121.7649572   | 30.13262746   | -54.50783263   | 1.06501   | -1.636999168   | -13.20501375   | -7.280190948   |
| Gaia DR2 65289279632597760    | 055.96136337489   | +24.24729888808   | 65289279632597760    | 7.6236    | 0.0486   | 21.711    | 0.095    | -44.674    | 0.062    | 0     | 11.1053   | 0.0014   | 11.5466   | 0.0034    | 10.5339   | 0.0021    | 1.209      | 1.0127   | 0.4413   | 0.5714   | 5.46     | 0.75    | 5100.00   | 0.0525   | 0.0400     | -116.3014383   | 29.23187774   | -53.15433328   | 1.04444   | -3.215337212   | -12.84117674   | -5.667246157   |
| Gaia DR2 65289623229979136    | 056.02025980631   | +24.27532545178   | 65289623229979136    | 7.3469    | 0.0444   | 20.289    | 0.078    | -45.365    | 0.052    | 0     | 11.2092   | 0.0020   | 11.6788   | 0.0058    | 10.6084   | 0.0042    | 1.217      | 1.0704   | 0.4696   | 0.6008   | 5.69     | 0.61    | 5091.84   | 0.2393   | 0.1205     | -120.7463395   | 30.29657428   | -55.03295361   | 1.03692   | -3.384668056   | -13.59958291   | -7.008840909   |
| Gaia DR2 65295425728422528    | 056.23507506659   | +24.43241114502   | 65295425728422528    | 7.4228    | 0.0653   | 19.800    | 0.102    | -46.123    | 0.070    | 1     | 10.2738   | 0.0010   | 10.6247   | 0.0026    | 9.7862    | 0.0022    | 1.198      | 0.8384   | 0.3509   | 0.4876   | 3.98     | 0.95    | 5692.88   | 0.1507   | 0.0580     | -119.7635392   | 29.94987008   | -53.93790597   | 1.2382    | -5.061413216   | -13.82882451   | -6.67309959    |
| Gaia DR2 65309100904545280    | 059.04641045643   | +22.22098955266   | 65309100904545280    | 7.4853    | 0.0384   | 21.753    | 0.076    | -46.659    | 0.047    | 0     | 11.3135   | 0.0010   | 11.7902   | 0.0014    | 10.7055   | 0.0012    | 1.218      | 1.0847   | 0.4767   | 0.6080   | 7.44     | 0.52    | 5015.10   | 0.1583   | 0.0793     | -120.572875    | 21.99169448   | -53.16329774   | 1.01081   | -2.690057253   | -14.82060359   | -6.174119995   |
| Gaia DR2 65330099002345216    | 059.02430452339   | +22.43927133978   | 65330099002345216    | 7.6728    | 0.0439   | 20.500    | 0.079    | -47.371    | 0.053    | 0     | 12.8665   | 0.0011   | 13.6193   | 0.0037    | 12.0268   | 0.0026    | 1.29       | 1.5926   | 0.7528   | 0.8398   | 6.25     | 1.07    | 4308.21   | 0.3370   | 0.1620     | -117.6829886   | 21.85165525   | -51.56817564   | 0.75569   | -4.062841498   | -14.04335123   | -6.263717462   |
| Gaia DR2 65471729844532864    | 059.86477742596   | +23.12359417127   | 65471729844532864    | 7.2674    | 0.0470   | 19.697    | 0.079    | -44.954    | 0.050    | 1     | 12.8440   | 0.0016   | 13.5682   | 0.0058    | 12.0206   | 0.0044    | 1.286      | 1.5476   | 0.7242   | 0.8234   | 8.68     | 10.68   | 4465.33   |          |            | -125.2225051   | 23.07365839   | -52.16143006   | 0.77436   | -1.510990821   | -13.82236655   | -6.911255361   |
| Gaia DR2 65482175204949248    | 060.22139073744   | +23.19377690696   | 65482175204949248    | 5.3989    | 0.0643   | 14.727    | 0.099    | -32.841    | 0.051    | 1     | 9.5033    | 0.0003   | 9.7554    | 0.0007    | 9.1289    | 0.0006    | 1.183      | 0.6265   | 0.2521   | 0.3744   | 8.92     | 0.98    | 6457.17   | 0.8350   | 0.4273     | -169.0036163   | 30.53821691   | -69.37291741   | 1.66783   | -1.170348852   | -13.52842541   | -6.508236826   |
| Gaia DR2 65588484235454592    | 058.26896363124   | +22.80115890669   | 65588484235454592    | 7.2573    | 0.0244   | 19.096    | 0.049    | -45.556    | 0.032    | 0     | 13.1120   | 0.0009   | 13.8770   | 0.0034    | 12.2641   | 0.0020    | 1.293      | 1.6130   | 0.7650   | 0.8479   | 5.23     | 1.56    | 4262.00   | 0.2350   | 0.1405     | -123.866083    | 24.83942646   | -55.01589961   | 0.7414    | -4.921494285   | -14.27412778   | -6.596984028   |
| Gaia DR2 65677372878285312    | 057.71443860745   | +23.32887519994   | 65677372878285312    | 7.3877    | 0.0476   | 19.041    | 0.074    | -46.315    | 0.046    | 1     | 12.2042   | 0.0005   | 12.7810   | 0.0013    | 11.5038   | 0.0008    | 1.243      | 1.2772   | 0.5767   | 0.7004   | 6.19     | 0.70    | 4883.05   | 0.2420   | 0.1190     | -121.3575878   | 26.10348924   | -53.97572165   | 0.86307   | -3.884491684   | -13.71731383   | -7.368159289   |
| Gaia DR2 65680499614460800    | 057.98900483957   | +23.33922774040   | 65680499614460800    | 7.3832    | 0.0471   | 20.949    | 0.087    | -46.346    | 0.056    | 1     | 12.7206   | 0.0008   | 13.4056   | 0.0032    | 11.9323   | 0.0021    | 1.271      | 1.4733   | 0.6849   | 0.7884   | 5.61     | 1.09    | 4479.00   | 0.0080   | 0.0030     | -121.6833702   | 25.74670804   | -53.61687324   | 0.78776   | -3.899506245   | -14.70744521   | -6.299438456   |
| Gaia DR2 65732447241199744    | 058.98355878387   | +23.56706966872   | 65732447241199744    | 7.4067    | 0.0530   | 19.251    | 0.089    | -45.964    | 0.051    | 0     | 12.2722   | 0.0020   | 12.8689   | 0.0062    | 11.5509   | 0.0047    | 1.251      | 1.3180   | 0.5967   | 0.7213   | 4.71     | 1.56    | 4998.38   | 0.0320   | 0.0143     | -122.2520706   | 24.65341024   | -51.72178739   | 0.85061   | -5.077378549   | -14.01302068   | -6.151102191   |
| Gaia DR2 65750627840192256    | 058.87094667115   | +23.77224854143   | 65750627840192256    | 7.2044    | 0.0285   | 17.823    | 0.053    | -44.928    | 0.035    | 0     | 13.5076   | 0.0013   | 14.3539   | 0.0052    | 12.6120   | 0.0037    | 1.308      | 1.7419   | 0.8464   | 0.8956   | 7.03     | 3.97    | 3994.01   | 0.3550   | 0.1470     | -125.6499548   | 25.87411651   | -53.00373424   | 0.70105   | -3.136918777   | -13.2502342    | -7.575591281   |
| Gaia DR2 65781345446197504    | 059.32026848004   | +24.00899659277   | 65781345446197504    | 7.5739    | 0.0711   | 19.492    | 0.118    | -46.787    | 0.052    | 0     | 12.3627   | 0.0016   | 12.9842   | 0.0068    | 11.6171   | 0.0048    | 1.26       | 1.3671   | 0.6215   | 0.7456   | 4.64     | 5.51    | 4844.04   |          |            | -119.9689533   | 24.39489503   | -49.44564861   | 0.83021   | -4.976768485   | -13.83171073   | -6.070918206   |
| Gaia DR2 65787289680918528    | 059.38888192718   | +24.05299274303   | 65787289680918528    | 7.1702    | 0.0707   | 18.721    | 0.117    | -45.174    | 0.061    | 0     | 11.8290   | 0.0008   | 12.3409   | 0.0020    | 11.1861   | 0.0021    | 1.228      | 1.1547   | 0.5119   | 0.6428   | 6.68     | 0.96    | 4948.93   | 0.1535   | 0.0645     | -126.797552    | 25.74772735   | -52.05977651   | 0.93642   | -3.114197642   | -14.00415255   | -7.08723335    |
| Gaia DR2 65800930496992512    | 058.61658590282   | +23.83518131098   | 65800930496992512    | 7.5314    | 0.0516   | 19.753    | 0.080    | -47.454    | 0.049    | 0     | 12.5274   | 0.0015   | 13.3517   | 0.0060    | 11.6454   | 0.0041    | 1.303      | 1.7062   | 0.8243   | 0.8820   | 17.77    | 10.45   | 4215.00   | 1.3633   | 0.6815     | -119.9937468   | 25.20984418   | -50.94946903   | 0.79806   | 6.853883293    | -11.83806576   | -11.54311451   |
| Gaia DR2 65819965792011904    | 058.59003701715   | +24.07549461115   | 65819965792011904    | 7.3617    | 0.0551   | 19.352    | 0.083    | -45.677    | 0.052    | 0     | 9.5906    | 0.0004   | 9.8794    | 0.0014    | 9.1758    | 0.0009    | 1.186      | 0.7037   | 0.2888   | 0.4148   | 4.91     | 2.10    | 6136.00   | 0.0790   | 0.0313     | -122.8082787   | 26.24559038   | -51.77914248   | 1.42632   | -4.576221573   | -13.92014219   | -6.329942747   |
| Gaia DR2 65864427293364864    | 058.99342927971   | +24.54973976523   | 65864427293364864    | 7.4788    | 0.0603   | 18.749    | 0.093    | -46.927    | 0.050    | 0     | 12.3209   | 0.0018   | 12.9377   | 0.0076    | 11.5877   | 0.0054    | 1.252      | 1.3500   | 0.6168   | 0.7332   | 6.50     | 1.68    | 4942.00   | 0.1280   | 0.0620     | -121.3691941   | 26.08470632   | -49.67833773   | 0.84002   | -3.200570948   | -13.46480228   | -7.44924386    |
| Gaia DR2 66452769091505024    | 057.45992114123   | +23.70539460643   | 66452769091505024    | 7.2054    | 0.0500   | 19.716    | 0.104    | -44.024    | 0.052    | 0     | 11.3411   | 0.0017   | 11.7997   | 0.0015    | 10.7660   | 0.0013    | 1.204      | 1.0337   | 0.4586   | 0.5752   | 5.91     | 1.12    | 5141.75   | 0.0410   | 0.0210     | -124.3141077   | 27.7992473    | -55.08351825   | 1.02245   | -3.524497216   | -13.60411624   | -6.411897395   |
| Gaia DR2 66462939577861248    | 057.66705528630   | +23.93285092656   | 66462939577861248    | 7.1599    | 0.0600   | 18.658    | 0.149    | -44.217    | 0.093    | 1     | 10.1567   | 0.0009   | 10.4817   | 0.0024    | 9.6961    | 0.0018    | 1.195      | 0.7856   | 0.3250   | 0.4606   | 4.76     | 1.44    | 5851.50   | 0.1247   | 0.0683     | -125.3738215   | 28.07690015   | -54.77187273   | 1.2874    | -4.761040566   | -13.65238489   | -6.519734964   |
| Gaia DR2 66471220274934272    | 057.98702363671   | +23.90175911617   | 66471220274934272    | 7.4870    | 0.0602   | 20.720    | 0.096    | -45.979    | 0.052    | 1     | 9.9216    | 0.0005   | 10.2358   | 0.0007    | 9.4751    | 0.0008    | 1.192      | 0.7607   | 0.3142   | 0.4465   | 5.78     | 0.38    | 5844.98   | 0.1210   | 0.0727     | -120.1714819   | 26.35056163   | -51.99843624   | 1.32348   | -3.53778529    | -13.89113904   | -6.216836322   |
| Gaia DR2 66480944080770176    | 057.82036807150   | +23.82640608439   | 66480944080770176    | 7.3205    | 0.0457   | 20.083    | 0.104    | -46.628    | 0.054    | 1     | 12.0960   | 0.0004   | 12.6535   | 0.0015    | 11.4075   | 0.0013    | 1.242      | 1.2459   | 0.5575   | 0.6884   | 5.92     | 0.59    | 5010.75   | 0.0213   | 0.0080     | -122.7303217   | 27.05704898   | -53.53098961   | 0.88337   | -3.627996766   | -14.56239441   | -7.116794386   |
| Gaia DR2 66481734354737792    | 057.85567762990   | +23.88917827293   | 66481734354737792    | 7.3431    | 0.0373   | 19.098    | 0.073    | -46.814    | 0.039    | 0     | 13.4851   | 0.0009   | 14.3380   | 0.0039    | 12.5853   | 0.0024    | 1.31       | 1.7527   | 0.8529   | 0.8998   | 6.11     | 7.17    | 4216.00   | 0.4490   | 0.2200     | -122.4044767   | 27.03230175   | -53.21779711   | 0.69885   | -3.709127449   | -14.09556608   | -7.633244001   |
| Gaia DR2 66481837433947392    | 057.87483920375   | +23.89904193726   | 66481837433947392    | 7.5650    | 0.0396   | 19.688    | 0.096    | -45.782    | 0.048    | 0     | 13.0366   | 0.0012   | 13.7837   | 0.0047    | 12.2009   | 0.0030    | 1.288      | 1.5828   | 0.7471   | 0.8357   | 3.35     | 5.19    | 4341.25   | 0.1990   | 0.1065     | -118.8334716   | 26.22939203   | -51.61586139   | 0.74102   | -5.986255425   | -13.53305693   | -5.514185135   |
